id,Compound,Number of layers,Space group,Struct. type,DJorRP,LSF t1,LSF t2,"Eg (calc.), eV","Optical Eg (exp.), eV",Spacer (interlayer) cation,Intralayer cation,M-X-M angles distribution,M-X bonds in octahedra,CIF,Reference,
623,[C5H12N]2PbCl4,1,C2/c,100,else,0.35,0.43,3.32,None,Piperidinium,None,*.dia,*.dia,CIF,doi:,10.1039/C9DT04270A
624,[C20H20S4N]2PbI4,1,C2/c,100,else,0.29,0.48,2.31,None,"2-(3''',4'-dimethyl- [2,2':5',2'':5'',2'''- quaterthiophen]-5-yl)ethan-1-ammonium",None,*dia,*.dia,CIF,doi:,10.1038/s41557-019-0354-2
625,[C5H12N]2PbBr4,1,Pnma,100,else,0.36,0.44,2.61,None,Piperidinium,None,*.dia,*.dia,CIF,doi:,10.1039/C9DT04270A
626,[C2H7ClN]2PbI4,1,Pbnm,100,else,0.14,0.43,2.64,None,2-(4-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/cm062380e
627,[C7H12N2]PbBr4,1,P21/n,100,else,0.2,0.35,2.74,None,2-(4-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C9TC05357C
628,[C7H12N2]PbI4,1,P21/n,100,else,0.21,0.34,2.16,None,2-(2-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/cssc.202000028
629,[C7H12N2]PbI4,1,P21/n,100,else,0.23,0.29,2.13,None,2-(3-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/cssc.202000028
630,[C7H12N2]PbI4,1,P21/n,100,else,0.23,0.32,2.14,None,2-(4-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/cssc.202000028
631,[C7H10N]2PbI4,1,Cc,100,else,0.41,0.49,2.16,None,N-methylanilinium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc25pht6
632,FA2PbBr4,1,P21/c,110,None,None,None,2.39,None,Formamidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c00382
633,[C11H12N]2PbCl4,1,Pbam,100,None,None,None,3.31,None,1-(2-Naphthyl)-methylammonium,None,*.dia,*.dia,CIF,doi:,10.1515/ncrs-1999-0319
634,[C8H12N]2PbCl4,1,P21/a,100,else,0.21,0.22,3.17,None,4-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.5517/cc4qxmc
635,[C8H12N]2PbBr4,1,P21/a,100,else,0.32,0.33,2.82,None,4-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.5517/cc4qxlb
636,[C8H12N]2PbI4,1,P21/a,100,else,0.44,0.44,2.39,None,4-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.5517/cc4qxj8
637,[C8H12ON]2PbI4,1,P21/a,100,RP,0.48,0.5,2.13,None,4-Methoxy-N-methylanilinium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc25phs5
638,[C6H7ClN]2PbI4,1,P21/c,100,else,0.29,0.33,2.5,None,4-Chloroanilinium,None,*.dia,*.dia,CIF,doi:,10.5517/cc8cc32
639,[C6H7ClN]2PbI4,1,P21/c,100,else,0.3,0.33,2.37,None,4-Bromoanilinium,None,*.dia,*.dia,CIF,doi:,10.5517/ccs8v84
640,[C8H10Cl2N]2PbI4,1,P21/c,100,else,0.36,0.37,2.6,None,"2-(3,5-Dichlorophenyl)ethyl-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1039/D0QM00118J
641,[C8H10Br2N]2PbI4,1,P21/c,100,else,0.19,0.19,2.32,None,"2-(3,5-Dibromophenyl)ethyl-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1039/D0QM00118J
642,[C10H16N]2PbI4,1,P21/c,100,else,0.31,0.32,2.32,None,"2-(3,5-Dimethylphenyl)ethyl-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1039/D0QM00118J
643,[C8H11FN]2PbI4,None,C2/m,100,else,0,0.49,2.21,None,2-fluorophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.0c00037
644,[C8H11ClN]2PbI4,None,C2/m,100,else,0.01,0.5,2.7,None,2-chlorophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.0c00037
645,[C8H11BrN]2PbI4,1,P21,100,else,0.17,0.17,2.34,None,2-bromophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.0c00037
646,[C5H12O2N]2PbCl4,1,P-1,100,else,0.17,0.44,3.27,None,4-carboxibutylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/ejic.202000900
647,[C12H18S4N2]PbI4,1,P-1,100,else,0.22,0.34,2.2,None,"2-([2,2'-bithiophen]-5-yl)ethyl-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1021/ic034235y
648,[C40H48N4S12]Pb3I10,1,Pna21,step-like,None,None,None,2.31,None,"5,5'-bis(ammoniumethylsulfanyl)-2,2'-bithiophene",None,*.dia,*.dia,CIF,doi:,10.1021/ic034235y
649,[C30H36N3S9]Bi2I9,1,P212121,not2D,None,None,None,2.22,None,"2-([2,2'-bithiophen]-5-yl)ethyl-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1021/ic034235y
650,[C5H16PN]PbBr4,1,P21,100,DJ,0,0.01,None,None,(2-Azaniumylethyl)trimethylphosphonium,None,*.dia,*.dia,CIF,doi:,10.1107/S2053229619001712
651,[C5H11N3]PbBr4,1,小2/c,100,else,0.03,0.38,2.64,None,4-(2-aminoethyl)imidazolium,None,*.dia,*.dia,CIF,doi:,10.1016/j.jssc.2006.09.023
652,[C5H11N3]PbBr4,1,P21/c,100,else,0.09,0.46,2.68,None,2-(2-aminoethyl)imidazolium,None,*.dia,*.dia,CIF,doi:,10.1039/C9TC05357C
653,[C5H15N2]PbCl4,1,P21/c,100,else,0,0.36,3.34,None,"N-methylethane-1,2-diammonium",None,*.dia,*.dia,CIF,doi:,10.1002/chem.202001178
654,[C6H16N2]PbI4,1,P21212,100,DJ,0,0.02,2.21,None,"Cyclohexane-1,2-diammonium",None,*.dia,*.dia,CIF,doi:,10.1080/00958972.2020.1737863
655,[C9H14ON]2PbI4,1,P-1,100,else,0.45,0.49,2.23,None,2-(4-Methoxyphenyl)ethyl-1-ammonium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc25hpq3
656,[C10H12S2N]2PbI4,1,P1,100,else,0.47,0.48,2.21,None,"2-([2,2'-bithiophen]-5-yl)ethyl-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc20hdgd
657,[C24H22S4N]2PbI4,1,P-1,100,else,0.29,0.5,2.31,None,"5,5'''-bis-(aminoethyl)-2,2':5',2'':5'',2'''-quaterthiophene",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-019-0354-2
658,[C5H16N2]PbI4,1,Pbca,100,else,0.22,0.24,2.07,None,"N,N'-dimethylpropane-1,3-diammonium",None,*.dia,*.dia,CIF,doi:,10.1039/C4DT01181C
659,[C6H17N3]PbI4,1,Pbca,100,else,0.16,0.16,2.12,None,1-(2-Aminoethyl)piperazinium,None,*.dia,*.dia,CIF,doi:,10.1039/C5DT00687B
660,[C7H12N2]PbBr4,1,Pbca,100,else,0.3,0.3,2.67,None,2-(3-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C9TC05357C
661,[C9H14N]2PbBr4,1,Pbca,100,else,0.08,0.08,2.82,None,Phenylpropylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0TC02118K
662,[CH3NH2NH2]PbBr4,1,Pmnm,100,else,0.16,0.5,2.46,None,Methylhydrazinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.0c04440
663,[CH3NH2NH2]PbBr4,1,Pmnm,100,None,None,None,2.47,None,Methylhydrazinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.0c04440
664,[CH3NH2NH2]PbBr4,1,Pmn21,100,else,0.17,0.5,2.67,None,Methylhydrazinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.0c04440
665,[CH3NH2NH2]PbBr4,1,Pmn21,100,else,0.18,0.5,2.73,None,Methylhydrazinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.0c04440
666,[HOOC(CH2)6NH3]4Pb3I10,1,P21,else,else,0.05,0.14,None,None,cis-4-aminocyclohexanecarboxylic acid,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c00391
667,[HOOC(CH2)6NH3]PbI4,1,C2/c,100,else,0.06,0.07,2.31,None,cis-4-aminocyclohexanecarboxylic acid,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c00391
668,(CH3(CH2)5NH3)2(CH3NH3)Pb2Br7,2,Cc,100,else,0.45,0.46,2.75,None,Hexylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01129
669,(CH3(CH2)5NH3)2(CH3NH3)Pb2Br7,2,C2/c,100,RP,0.5,0.5,2.61,None,Hexylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01129
670,(CH3(CH2)6NH3)2(CH3NH3)Pb2Br7,2,Cc,100,RP,0.5,0.5,2.77,None,Heptylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01129
671,(CH3(CH2)7NH3)2(CH3NH3)Pb2Br7,2,Cc,100,RP,0.5,0.5,2.79,None,Octylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01129
672,(CH3(CH2)7NH3)2(CH3NH3)Pb2I7,2,Cc,100,else,0.12,0.12,2.28,None,Octylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01129
673,[C8H11S2(CH2)3NH3]2PbI4,1,P21/c,else,else,0.02,0.08,None,None,"2,2'-bithiophene",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01221
674,[C8H11S2(CH2)3NH3]2PbBr4,1,P21/c,100,else,0.07,0.07,2.8,None,"3-([2,2'-bithiophen]-5-yl)propan-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01221
675,[C8H11S2(CH2)3NH3]2PbCl4,1,P21/c,100,else,0.09,0.09,2.91,None,"3-([2,2'-bithiophen]-5-yl)propan-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01221
676,[C8H11S2(CH2)3NH3]12Pb9I30,1,P21/c,else,DJ,0,0,None,None,"3-([2,2'-bithiophen]-5-yl)propan-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01221
677,[C8H11S2(CH2)3NH3]4Pb3I10,1,P21/c,else,else,0.09,0.11,None,None,"3-([2,2'-bithiophen]-5-yl)propan-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01221
678,[(CH3)3CNH3]2[CH3NH3]Pb2Br7,2,Cc,100,else,0.46,0.46,2.76,None,Isobutylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.1c01148
679,[CH3(CH2)3NH3]2[CH3NH3]Pb2Br8,2,Ccc2,100,RP,0.5,0.5,2.61,None,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.1c01148
680,[CH3(CH2)4NH3]2[CH3NH3]Pb2Br7,2,Ccc2,100,RP,0.5,0.5,2.65,None,Pentylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.1c01148
681,[NH3CH2C6H4F4CH2NH3]2PbI4,1,P21/c,100,else,0.21,0.21,2.39,None,"2,3,5,6-tetrafluoro-1,4-phenylenedimethanammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.nanolett.1c01505
682,[C5H12NO]2PbBr4,1,P1,100,else,0,0.21,2.88,None,tetrahydropyranylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsaelm.0c00852
683,(COOH(CH2)NH2)PbI2,1,R3,else,else,0,0.29,None,None,(2-carboxy)methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c16402
684,(COOH(CH2)3NH3)2PbI4,1,Pbca,100,RP,0.48,0.5,2.15,None,(2-carboxy)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c16402
685,(COOH(CH2)7NH3)2PbI4,1,P21/c,100,else,0.25,0.27,2.29,None,(2-carboxy)propylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c16402
686,(COOH(CH2)9NH3)2PbI4,1,P2(1)/c,100,else,0.14,0.16,2.25,None,(2-carboxy)butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c16402
687,[C22H20N3S4]2PbI4,1,P-1,100,else,0.34,0.47,2.3,None,"2-[5-[4-methyl-5-[7-(3-methylthiophen-2-yl)-2,1,3-benzothiadiazol-4-yl]thiophen-2-yl]thiophen-2-yl]ethylammonium",None,*.dia,*.diaCI,doi:,10.1021/acsnano.1c00872,
688,[CH3(CH2)3NH3]2PbI4,1,Pbca,100,else,0.47,0.5,2.3,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.1c02022
689,[CH3(CH2)3NH3]2PbI4,1,Pbca,100,else,0.47,0.5,2.29,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.1c02022
690,[CH3(CH2)3NH3]2PbI4,1,Pbca,100,RP,0.49,0.5,2.28,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.1c02022
691,[CH3(CH2)3NH3]2[CH3NH3]Pb2I7,2,P42/mnm,100,RP,0.5,0.5,2.04,None,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1039/D1TC01291F
692,[C6H5(CH2)2NH3]2PbI4,1,P-1,100,else,0.2,0.49,2.24,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.1c02022
693,[C6H5(CH2)2NH3]2PbI4,1,P-2,100,else,0.15,0.5,2.23,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.1c02022
694,[C6H5(CH2)2NH3]2PbI4,1,P-3,100,else,0.12,0.5,2.22,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsnano.1c02022
695,[(CH3)3N(CH2)2NH3]PbBr4,1,P21,100,DJ,0,0,2.52,None,2-trimethylammoniumethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12907
696,[(CH3)3P(CH2)2NH3]PbBr4,1,P22,100,DJ,0,0,None,None,(2-aminoethyl)trimethylphosphanium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12907
697,[(CH3)3P(CH2)2NH3]PbBr4,1,P23,100,DJ,0,0,None,None,(2-aminoethyl)trimethylphosphanium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12907
698,[CH3OC6H4(CH2)2NH3]2PbI4,1,P-1,100,else,0.45,0.49,2.23,None,Methoxyphenethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0DT04165C
699,[CH3O(C2H4)(CH2)2NH3]2PbCl4,1,P21/c,100,else,0.12,0.13,3.33,None,"2-(6-ethoxy-1,2,4,5-tetrazin-3-yl)oxyethylammonium",None,*.dia,*.dia,CIF,doi:,10.1039/D0MH01904F
700,[CH3O(CH2)3NH3]2PbBr4,1,Pbca,100,RP,0.5,0.5,2.87,None,γ-Methoxypropylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0QI01446J
701,[3-FC6H4CH2CH2NH3]2PbI4,1,P-1,100,else,0.22,0.49,2.11,None,2-(3-fluorophenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D1QM00329A
702,[NH3CH2C6F4CH2NH3]2PbI4,1,P-1,100,else,0.21,0.21,2.28,None,"2,3,5,6-tetrafluoro-1,4-benzenediammonium",None,*.dia,*.dia,CIF,doi:,10.1039/D1TA01447A
703,[(CH3)2NHC6H4NH(CH3)2]2PbBr4,1,P21/c,100,else,0.22,0.33,2.76,None,"N,N,N',N'-Tetramethyl-p-phenylenediammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c00624
704,[HSC(NH2)2][CH3NH3]2Pb2I7,2,Cmmm,100,else,0,0.49,2.09,None,Protonated thiourea cation,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c03386
705,[HSC(NH2)2][CH3NH3]3Pb3I10,3,Imma,100,else,0,0.49,2.05,None,Protonated thiourea cation,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c03386
706,[HSC(NH2)2][CH3NH3]PbI4,1,Imma,100,else,0,0.48,2.15,None,Protonated thiourea cation,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c03386
707,[HSC(NH2)2]Pb2I5,None,P21/m,else,else,0,0.09,None,None,Protonated thiourea cation,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c03386
708,[C21H21N6]2[Pb19I44],None,P-1,else,DJ,0,0,None,None,"Trimethyl-2,4,6-tris(4-pyridyl)-1,3,5-triazine",None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c03665
709,[C5H10N(CH2)2NH3]PbI4,1,P21/c,100,else,0.24,0.27,2.17,None,2-(aminoethyl)piperidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.1c01292
710,[C5H10N(CH2)2NH3]PbI4,1,P21/n,100,else,0.24,0.25,2.15,None,2-(aminoethyl)piperidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.1c01292
711,[CH3(CH2)4NH3]2[CH3NH3]4Pb5I16,6,Cc,100,else,0.28,0.29,1.83,None,Pentylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c11328
712,[COOHC6H10CH2NH3]2[CH3CH2NH3]Pb3Br10,3,Pm,100,else,0.07,0.47,None,None,4-Aminomethyl-1-cyclohexanecarboxylate,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12513
713,[COOHC6H10CH2NH3]2[CH3CH2NH3]Pb3Br10,3,Pmmn,100,else,0.11,0.5,2.63,None,4-Aminomethyl-1-cyclohexanecarboxylate,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12513
714,[COOHC6H10CH2NH3]2[CH3CH2NH3]Pb3Br10,3,Pmmn,100,else,0.11,0.5,2.65,None,4-Aminomethyl-1-cyclohexanecarboxylate,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12513
715,[COOHC6H10CH2NH3]2[CH3CH2NH3]Pb3Br10,3,Cmcm,100,else,0.12,0.5,2.62,None,4-Aminomethyl-1-cyclohexanecarboxylate,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c12513
716,[Br(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2,Cmc21,100,RP,0.5,0.5,2.6,None,3-bromopropylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c00459
717,[Br(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2,Cmcm,100,RP,0.49,0.49,2.58,None,3-bromopropylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c00459
718,[Br(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2,Cmcm,100,RP,0.5,0.5,2.52,None,3-bromopropylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c00459
719,[Br(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2,Pmc21,100,RP,0.5,0.5,2.51,None,3-bromopropylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c00459
720,[NH3C6H4NH3][CH(NH2)2]2Pb3I10,3,Pmc21,100,DJ,0,0,None,None,m-phenylenediammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c03687
721,[NH3C6H4NH3]2PbI4,1,Cc,100,else,0.11,0.12,2.17,None,m-phenylenediammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c03687
722,[NH3C6H4NH3][CH(NH2)2]Pb2I7,2,Pc,100,DJ,0,0,2,None,m-phenylenediammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c03687
723,[IC48NH3]2[CH3NH3]2Pb3I10,3,C2/m,100,else,0.15,0.15,1.88,None,4-iodobutylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1039/D0SC06112C
724,[IC48NH3]2[CH3NH3]2Pb3I10,3,Pc,100,else,0.32,0.32,1.93,None,4-iodobutylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1039/D0SC06112C
725,"(C2H6N2,CH3NH3)PbI4",1,Pca21,100,else,0,0.48,2.2,None,Acetamidinium,Methylammonium,*.dia,*.dia,CIF,doi:,submitted
726,[C9H14N]2PbBr4,1,P212121,100,else,0,0.05,2.89,None,Phenyl-2-methylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06841
727,"[C9H14N,C3H10N]PbBr4",1,P21,100,else,0.05,0.1,2.8,None,Phenyl-2-methylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06841
728,"[C9H14N,C4H12N]PbBr4",1,P21,100,else,0.46,0.49,2.82,None,"Phenyl-2-methylethylammonium,Butylammonium",None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06841
729,"[C9H14N,C4H12N]PbBr4",1,P21,100,else,0.46,0.49,2.84,None,"Phenyl-2-methylethylammonium,Butylammonium",None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06841
730,"[C9H14N,C3H10N]PbBr4",1,P21,100,else,0.05,0.1,2.85,None,"Phenyl-2-methylethylammonium,Propylammonium",None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06841
731,[C10H13N2]Pb2Br6,None,小2/c,1D,else,0.08,0.15,2.51,3.34,"N,N,N',N'-tetramethyl-1,6-hexanediammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c00624
732,[C10H18N2]PbBr4,1,P21/m,100,else,0.22,0.33,2.76,2.93,"N,N,N',N'-tetramethyl-1,4-phenylenediammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c00624
733,I4Sn·2(C22H20NS5)·C7H8,1,P21/c,100,else,0,0.47,2.1,None,Thienothiophene,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06337
734,I4Sn·2(C22H20NS5)·CH2Cl2,1,Cc,100,else,0,0.31,2.1,None,Thienothiophene,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06337
735,2(C22H20NS5)·I4Sn·C6H5Cl,1,P21/c,100,else,0,0.45,2.11,None,Thienothiophene,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06337
736,2(C24H20NS6)·I4Sn,1,C2/c,100,else,0.39,0.45,2.16,1.96,Dithienothiophene,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06337
737,2(C22H20NS5)·I4Sn·0.5(CHCl3),None,P21/c,100,else,0,0.42,2.11,None,Thienothiophene,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.1c06337
738,Cs2PbI2Cl2,1,C2/m,100,None,None,None,2.39,None,Caesium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c11730
739,[4-Cl-2-FBA]PbBr4,1,I4/mmm,100,RP,0.5,0.5,2.7,None,4-Chloro-2-fluorobenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/j.jssc.2021.122409
740,[4-Cl-2-FBA]PbBr4,1,Pnma,100,else,0.39,0.42,2.87,None,4-Chloro-2-fluorobenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/j.jssc.2021.122409
741,[C6H5N2]PbBr3,None,P-1,post-prvsk,else,0.06,0.47,2.65,None,Cyanopyridinium,None,*.dia,*.dia,CIF,doi:,10.1002/adfm.202102338
742,[C6H5N2]PbBr3,None,C2/m,post-prvsk,else,0.07,0.5,2.63,None,Cyanopyridinium,None,*.dia,*.dia,CIF,doi:,10.1002/adfm.202102338
743,[NH3C4H8NH3]2PbI4,1,P-1,100,else,0.13,0.27,2.18,None,"1,4-butanediammonium",None,*.dia,*.dia,CIF,doi:,10.1002/adom.202101423
744,[R-4-Cl-MBA]2PbBr4,None,P212121,100,else,0.04,0.08,2.91,None,R-4-Cl-MBA,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-021-25149-7
745,[S-1-Me-HA]2PbI4,None,P212121,100,else,0.16,0.23,2.31,None,(S)-(+)-1-methylhexylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-021-25149-7
746,[S-4-NO2-MBA]2PbBr4?H2O,None,P21,100,else,0.04,0.06,2.88,None,(S)-α-methyl-4-nitrobenzylamonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-021-25149-7
747,[S-2-Me-BuA]2PbBr4,None,P21,100,else,0.36,0.37,2.86,None,(S)-(?)-2-methylbutylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-021-25149-7
748,[S-4-NH3-MBA]PbI4,None,P212121,100,else,0.27,0.31,2.2,None,S-4-NH3-MBA,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-021-25149-7
749,(3Me-PEA)2PbI4,1,P-1,100,else,0.08,0.47,2.15,None,2-(3-Methylphenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.1c01642
750,[PDAPbI4]15?[PDAI2],1,P-1,100,else,0.13,0.27,2.22,None,"1,3-propanediammonium",None,*.dia,*.dia,CIF,doi:,10.1126/science.abj2637
751,(BDA)PbI4,None,Cc,non-prvsk,None,None,None,2.15,None,"1,4-butanediammonium",None,*.dia,*.dia,CIF,doi:,10.1126/science.abj2637
752,(DMePDA)PbI4,1,P21/c,100,else,0.01,0.31,2.09,None,"N,N-dimethylpropane-1,3-diammonium",None,*.dia,*.dia,CIF,doi:,10.1126/science.abj2637
753,(i-BA)2(DMA)Pb2Br7,2,I4/mmm,100,RP,0.5,0.5,2.75,None,Isobutylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D1CC05705G
754,(PDMA)PbI4,1,P21/c,100,DJ,0.02,0.02,2.3,None,"1,4-phenylenedimethanammonium",None,*.dia,*.dia,CIF,doi:,10.1002/smll.202104287
